Type,EMCCD
Maker,"Hamamatsu"
ProductName,"ImgEM-CCD Camera"
Comment,""
Public,1
image_size,256
pixel_length,16e-6
readout,10
dark_current,0.01
excess,2.00
QE
200,0.251907545478
201,0.253555969628
202,0.255211013936
203,0.256872667397
204,0.258540918606
205,0.260215755764
206,0.261897166669
207,0.263585138718
208,0.265279658903
209,0.266980713813
210,0.268688289628
211,0.270402372119
212,0.272122946647
213,0.273849998161
214,0.275583511196
215,0.27732346987
216,0.279069857886
217,0.280822658527
218,0.282581854657
219,0.284347428718
220,0.286119362727
221,0.287897638277
222,0.289682236538
223,0.291473138248
224,0.29327032372
225,0.295073772832
226,0.296883465036
227,0.298699379347
228,0.300521494347
229,0.302349788182
230,0.304184238563
231,0.306024822762
232,0.307871517612
233,0.309724299505
234,0.311583144393
235,0.313448027785
236,0.315318924747
237,0.317195809899
238,0.319078657419
239,0.320967441035
240,0.322862134029
241,0.324762709235
242,0.326669139039
243,0.328581395373
244,0.330499449724
245,0.332423273123
246,0.334352836151
247,0.336288108935
248,0.338229061149
249,0.340175662012
250,0.342127880289
251,0.34408568429
252,0.346049041867
253,0.348017920418
254,0.349992286882
255,0.351972107741
256,0.35395734902
257,0.355947976287
258,0.357943954648
259,0.359945248753
260,0.361951822792
261,0.363963640497
262,0.365980665138
263,0.368002859528
264,0.37003018602
265,0.372062606504
266,0.374100082416
267,0.376142574726
268,0.378190043948
269,0.380242450137
270,0.382299752884
271,0.384361911326
272,0.386428884138
273,0.388500629534
274,0.390577105274
275,0.392658268655
276,0.394744076519
277,0.396834485249
278,0.398929450772
279,0.401028928555
280,0.403132873612
281,0.405241240501
282,0.407353983322
283,0.409471055723
284,0.411592410898
285,0.413718001587
286,0.415847780078
287,0.417981698207
288,0.420119707359
289,0.422261758469
290,0.424407802024
291,0.426557788063
292,0.428711666176
293,0.430869385508
294,0.43303089476
295,0.435196142188
296,0.437365075605
297,0.439537642384
298,0.441713789456
299,0.443893463313
300,0.446076610012
301,0.448263175171
302,0.450453103974
303,0.452646341172
304,0.454842831083
305,0.457042517596
306,0.459245344171
307,0.46145125384
308,0.46366018921
309,0.465872092465
310,0.468086905365
311,0.470304569252
312,0.472525025048
313,0.47474821326
314,0.47697407398
315,0.479202546886
316,0.481433571247
317,0.483667085923
318,0.485903029368
319,0.488141339631
320,0.49038195436
321,0.492624810802
322,0.494869845806
323,0.497116995828
324,0.499366196929
325,0.501617384781
326,0.503870494666
327,0.506125461482
328,0.508382219745
329,0.510640703587
330,0.512900846766
331,0.515162582661
332,0.517425844283
333,0.519690564269
334,0.521956674892
335,0.524224108059
336,0.526492795317
337,0.528762667853
338,0.531033656501
339,0.53330569174
340,0.535578703701
341,0.53785262217
342,0.540127376587
343,0.542402896053
344,0.544679109334
345,0.54695594486
346,0.549233330731
347,0.551511194722
348,0.553789464283
349,0.556068066542
350,0.558346928315
351,0.560625976099
352,0.562905136086
353,0.565184334159
354,0.5674634959
355,0.569742546592
356,0.57202141122
357,0.574300014481
358,0.576578280784
359,0.578856134251
360,0.581133498727
361,0.583410297779
362,0.585686454703
363,0.587961892525
364,0.590236534008
365,0.592510301654
366,0.59478311771
367,0.597054904167
368,0.599325582773
369,0.601595075029
370,0.603863302196
371,0.606130185302
372,0.608395645142
373,0.610659602285
374,0.612921977076
375,0.615182689643
376,0.617441659902
377,0.619698807556
378,0.621954052107
379,0.624207312854
380,0.626458508902
381,0.628707559164
382,0.630954382367
383,0.633198897055
384,0.635441021598
385,0.637680674189
386,0.639917772857
387,0.642152235466
388,0.644383979723
389,0.646612923182
390,0.648838983246
391,0.651062077178
392,0.6532821221
393,0.655499035001
394,0.657712732741
395,0.659923132057
396,0.662130149567
397,0.664333701774
398,0.666533705076
399,0.668730075763
400,0.67092273003
401,0.673111583978
402,0.675296553619
403,0.677477554884
404,0.679654503625
405,0.681827315622
406,0.683995906589
407,0.686160192178
408,0.688320087983
409,0.690475509549
410,0.692626372375
411,0.694772591918
412,0.696914083602
413,0.69905076282
414,0.701182544944
415,0.703309345324
416,0.705431079297
417,0.707547662197
418,0.709659009349
419,0.711765036088
420,0.713865657753
421,0.715960789701
422,0.718050347308
423,0.720134245974
424,0.722212401134
425,0.724284728256
426,0.726351142855
427,0.728411560489
428,0.730465896776
429,0.732514067387
430,0.734555988064
431,0.736591574617
432,0.738620742933
433,0.740643408983
434,0.742659488823
435,0.744668898605
436,0.746671554581
437,0.748667373108
438,0.750656270652
439,0.752638163799
440,0.754612969256
441,0.756580603858
442,0.758540984574
443,0.760494028515
444,0.762439652935
445,0.764377775241
446,0.766308312998
447,0.768231183933
448,0.770146305941
449,0.772053597094
450,0.773952975642
451,0.775844360023
452,0.777727668866
453,0.779602820999
454,0.781469735452
455,0.783328331465
456,0.785178528495
457,0.787020246217
458,0.788853404535
459,0.790677923584
460,0.792493723739
461,0.794300725616
462,0.796098850085
463,0.797888018267
464,0.799668151548
465,0.801439171579
466,0.803201000284
467,0.804953559866
468,0.806696772812
469,0.808430561897
470,0.810154850194
471,0.811869561075
472,0.813574618222
473,0.815269945625
474,0.816955467595
475,0.818631108767
476,0.820296794103
477,0.821952448901
478,0.8235979988
479,0.825233369785
480,0.82685848819
481,0.82847328071
482,0.830077674399
483,0.83167159668
484,0.833254975351
485,0.834827738586
486,0.836389814947
487,0.837941133382
488,0.839481623235
489,0.841011214253
490,0.842529836585
491,0.844037420793
492,0.845533897855
493,0.847019199171
494,0.848493256567
495,0.849956002302
496,0.851407369071
497,0.852847290012
498,0.85427569871
499,0.855692529203
500,0.857097715987
501,0.85849119402
502,0.859872898727
503,0.861242766008
504,0.862600732238
505,0.863946734276
506,0.865280709468
507,0.866602595652
508,0.867912331164
509,0.869209854841
510,0.870495106027
511,0.871768024578
512,0.873028550864
513,0.874276625778
514,0.875512190737
515,0.876735187688
516,0.877945559114
517,0.879143248033
518,0.880328198012
519,0.881500353161
520,0.882659658144
521,0.883806058183
522,0.884939499058
523,0.886059927117
524,0.887167289276
525,0.888261533023
526,0.889342606428
527,0.890410458139
528,0.89146503739
529,0.892506294008
530,0.893534178412
531,0.894548641617
532,0.895549635243
533,0.896537111514
534,0.897511023263
535,0.898471323936
536,0.899417967598
537,0.900350908932
538,0.901270103247
539,0.902175506477
540,0.903067075189
541,0.903944766586
542,0.904808538507
543,0.905658349433
544,0.90649415849
545,0.907315925451
546,0.908123610742
547,0.908917175444
548,0.909696581292
549,0.910461790684
550,0.911212766684
551,0.911949473018
552,0.912671874085
553,0.913379934955
554,0.914073621374
555,0.914752899765
556,0.915417737232
557,0.916068101564
558,0.916703961234
559,0.917325285404
560,0.917932043927
561,0.918524207351
562,0.919101746918
563,0.919664634568
564,0.920212842943
565,0.920746345387
566,0.921265115948
567,0.921769129382
568,0.922258361154
569,0.922732787439
570,0.923192385125
571,0.923637131817
572,0.924067005833
573,0.924481986212
574,0.924882052712
575,0.925267185813
576,0.925637366719
577,0.925992577357
578,0.926332800381
579,0.926658019175
580,0.926968217848
581,0.927263381243
582,0.927543494933
583,0.927808545222
584,0.928058519152
585,0.928293404496
586,0.928513189765
587,0.928717864207
588,0.928907417807
589,0.929081841288
590,0.929241126113
591,0.929385264486
592,0.92951424935
593,0.92962807439
594,0.929726734033
595,0.929810223447
596,0.929878538545
597,0.929931675979
598,0.929969633149
599,0.929992408194
600,0.93
601,0.929992408194
602,0.929969633149
603,0.929931675979
604,0.929878538545
605,0.929810223447
606,0.929726734033
607,0.92962807439
608,0.92951424935
609,0.929385264486
610,0.929241126113
611,0.929081841288
612,0.928907417807
613,0.928717864207
614,0.928513189765
615,0.928293404496
616,0.928058519152
617,0.927808545222
618,0.927543494933
619,0.927263381243
620,0.926968217848
621,0.926658019175
622,0.926332800381
623,0.925992577357
624,0.925637366719
625,0.925267185813
626,0.924882052712
627,0.924481986212
628,0.924067005833
629,0.923637131817
630,0.923192385125
631,0.922732787439
632,0.922258361154
633,0.921769129382
634,0.921265115948
635,0.920746345387
636,0.920212842943
637,0.919664634568
638,0.919101746918
639,0.918524207351
640,0.917932043927
641,0.917325285404
642,0.916703961234
643,0.916068101564
644,0.915417737232
645,0.914752899765
646,0.914073621374
647,0.913379934955
648,0.912671874085
649,0.911949473018
650,0.911212766684
651,0.910461790684
652,0.909696581292
653,0.908917175444
654,0.908123610742
655,0.907315925451
656,0.90649415849
657,0.905658349433
658,0.904808538507
659,0.903944766586
660,0.903067075189
661,0.902175506477
662,0.901270103247
663,0.900350908932
664,0.899417967598
665,0.898471323936
666,0.897511023263
667,0.896537111514
668,0.895549635243
669,0.894548641617
670,0.893534178412
671,0.892506294008
672,0.89146503739
673,0.890410458139
674,0.889342606428
675,0.888261533023
676,0.887167289276
677,0.886059927117
678,0.884939499058
679,0.883806058183
680,0.882659658144
681,0.881500353161
682,0.880328198012
683,0.879143248033
684,0.877945559114
685,0.876735187688
686,0.875512190737
687,0.874276625778
688,0.873028550864
689,0.871768024578
690,0.870495106027
691,0.869209854841
692,0.867912331164
693,0.866602595652
694,0.865280709468
695,0.863946734276
696,0.862600732238
697,0.861242766008
698,0.859872898727
699,0.85849119402
700,0.857097715987
701,0.855692529203
702,0.85427569871
703,0.852847290012
704,0.851407369071
705,0.849956002302
706,0.848493256567
707,0.847019199171
708,0.845533897855
709,0.844037420793
710,0.842529836585
711,0.841011214253
712,0.839481623235
713,0.837941133382
714,0.836389814947
715,0.834827738586
716,0.833254975351
717,0.83167159668
718,0.830077674399
719,0.82847328071
720,0.82685848819
721,0.825233369785
722,0.8235979988
723,0.821952448901
724,0.820296794103
725,0.818631108767
726,0.816955467595
727,0.815269945625
728,0.813574618222
729,0.811869561075
730,0.810154850194
731,0.808430561897
732,0.806696772812
733,0.804953559866
734,0.803201000284
735,0.801439171579
736,0.799668151548
737,0.797888018267
738,0.796098850085
739,0.794300725616
740,0.792493723739
741,0.790677923584
742,0.788853404535
743,0.787020246217
744,0.785178528495
745,0.783328331465
746,0.781469735452
747,0.779602820999
748,0.777727668866
749,0.775844360023
750,0.773952975642
751,0.772053597094
752,0.770146305941
753,0.768231183933
754,0.766308312998
755,0.764377775241
756,0.762439652935
757,0.760494028515
758,0.758540984574
759,0.756580603858
760,0.754612969256
761,0.752638163799
762,0.750656270652
763,0.748667373108
764,0.746671554581
765,0.744668898605
766,0.742659488823
767,0.740643408983
768,0.738620742933
769,0.736591574617
770,0.734555988064
771,0.732514067387
772,0.730465896776
773,0.728411560489
774,0.726351142855
775,0.724284728256
776,0.722212401134
777,0.720134245974
778,0.718050347308
779,0.715960789701
780,0.713865657753
781,0.711765036088
782,0.709659009349
783,0.707547662197
784,0.705431079297
785,0.703309345324
786,0.701182544944
787,0.69905076282
788,0.696914083602
789,0.694772591918
790,0.692626372375
791,0.690475509549
792,0.688320087983
793,0.686160192178
794,0.683995906589
795,0.681827315622
796,0.679654503625
797,0.677477554884
798,0.675296553619
799,0.673111583978
800,0.67092273003
801,0.668730075763
802,0.666533705076
803,0.664333701774
804,0.662130149567
805,0.659923132057
806,0.657712732741
807,0.655499035001
808,0.6532821221
809,0.651062077178
810,0.648838983246
811,0.646612923182
812,0.644383979723
813,0.642152235466
814,0.639917772857
815,0.637680674189
816,0.635441021598
817,0.633198897055
818,0.630954382367
819,0.628707559164
820,0.626458508902
821,0.624207312854
822,0.621954052107
823,0.619698807556
824,0.617441659902
825,0.615182689643
826,0.612921977076
827,0.610659602285
828,0.608395645142
829,0.606130185302
830,0.603863302196
831,0.601595075029
832,0.599325582773
833,0.597054904167
834,0.59478311771
835,0.592510301654
836,0.590236534008
837,0.587961892525
838,0.585686454703
839,0.583410297779
840,0.581133498727
841,0.578856134251
842,0.576578280784
843,0.574300014481
844,0.57202141122
845,0.569742546592
846,0.5674634959
847,0.565184334159
848,0.562905136086
849,0.560625976099
850,0.558346928315
851,0.556068066542
852,0.553789464283
853,0.551511194722
854,0.549233330731
855,0.54695594486
856,0.544679109334
857,0.542402896053
858,0.540127376587
859,0.53785262217
860,0.535578703701
861,0.53330569174
862,0.531033656501
863,0.528762667853
864,0.526492795317
865,0.524224108059
866,0.521956674892
867,0.519690564269
868,0.517425844283
869,0.515162582661
870,0.512900846766
871,0.510640703587
872,0.508382219745
873,0.506125461482
874,0.503870494666
875,0.501617384781
876,0.499366196929
877,0.497116995828
878,0.494869845806
879,0.492624810802
880,0.49038195436
881,0.488141339631
882,0.485903029368
883,0.483667085923
884,0.481433571247
885,0.479202546886
886,0.47697407398
887,0.47474821326
888,0.472525025048
889,0.470304569252
890,0.468086905365
891,0.465872092465
892,0.46366018921
893,0.46145125384
894,0.459245344171
895,0.457042517596
896,0.454842831083
897,0.452646341172
898,0.450453103974
899,0.448263175171
900,0.446076610012
901,0.443893463313
902,0.441713789456
903,0.439537642384
904,0.437365075605
905,0.435196142188
906,0.43303089476
907,0.430869385508
908,0.428711666176
909,0.426557788063
910,0.424407802024
911,0.422261758469
912,0.420119707359
913,0.417981698207
914,0.415847780078
915,0.413718001587
916,0.411592410898
917,0.409471055723
918,0.407353983322
919,0.405241240501
920,0.403132873612
921,0.401028928555
922,0.398929450772
923,0.396834485249
924,0.394744076519
925,0.392658268655
926,0.390577105274
927,0.388500629534
928,0.386428884138
929,0.384361911326
930,0.382299752884
931,0.380242450137
932,0.378190043948
933,0.376142574726
934,0.374100082416
935,0.372062606504
936,0.37003018602
937,0.368002859528
938,0.365980665138
939,0.363963640497
940,0.361951822792
941,0.359945248753
942,0.357943954648
943,0.355947976287
944,0.35395734902
945,0.351972107741
946,0.349992286882
947,0.348017920418
948,0.346049041867
949,0.34408568429
950,0.342127880289
951,0.340175662012
952,0.338229061149
953,0.336288108935
954,0.334352836151
955,0.332423273123
956,0.330499449724
957,0.328581395373
958,0.326669139039
959,0.324762709235
960,0.322862134029
961,0.320967441035
962,0.319078657419
963,0.317195809899
964,0.315318924747
965,0.313448027785
966,0.311583144393
967,0.309724299505
968,0.307871517612
969,0.306024822762
970,0.304184238563
971,0.302349788182
972,0.300521494347
973,0.298699379347
974,0.296883465036
975,0.295073772832
976,0.29327032372
977,0.291473138248
978,0.289682236538
979,0.287897638277
980,0.286119362727
981,0.284347428718
982,0.282581854657
983,0.280822658527
984,0.279069857886
985,0.27732346987
986,0.275583511196
987,0.273849998161
988,0.272122946647
989,0.270402372119
990,0.268688289628
991,0.266980713813
992,0.265279658903
993,0.263585138718
994,0.261897166669
995,0.260215755764
996,0.258540918606
997,0.256872667397
998,0.255211013936
999,0.253555969628
